group,policy,run_dir,checkpoint,anchor_source,anchor_seed,branch_index,future_seed,final_cumulative_return,annualized_return,annualized_volatility,max_drawdown,average_turnover
noisy,Noisy RCPO,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_rcpo_none_20260428_183113\seed_0,checkpoint_best.pt,model_training_endpoint,0,16,11616,0.0720590301587547,0.07205903015875337,0.1293573004204548,0.08252758722550389,0.23946530852348558
noisy,Noisy RCPO,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_rcpo_none_20260428_183113\seed_0,checkpoint_best.pt,model_training_endpoint,0,17,11717,-0.1690354196598659,-0.16903541965986613,0.13280438753124377,0.23189850741488374,0.27248320007134996
noisy,Noisy RCPO,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_rcpo_none_20260428_183113\seed_0,checkpoint_best.pt,model_training_endpoint,0,18,11818,0.02619787196549983,0.02619787196550094,0.14049917035293372,0.12587145249174012,0.29415940714349587
noisy,Noisy RCPO,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_rcpo_none_20260428_183113\seed_0,checkpoint_best.pt,model_training_endpoint,0,19,11919,0.010167594896473675,0.010167594896471677,0.12159821044587654,0.15956566820500334,0.23923611500492645
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,0,10000,0.07159033842829432,0.0715903384282941,0.1258662580775923,0.15477813972496685,0.24942602158065827
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,1,10101,0.21944366136232674,0.2194436613623254,0.14357045784960948,0.12558730035319052,0.26299771456609644
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,2,10202,-0.029811346061744404,-0.02981134606174629,0.1439853406258186,0.1617229337612253,0.2794309397124582
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,3,10303,0.331125396333223,0.33112539633322235,0.14822220273787975,0.0844147800338561,0.29148430720208185
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,4,10404,0.23778482752368668,0.23778482752368757,0.1355258900566749,0.07566763511504529,0.2667768887051987
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,5,10505,0.33409617778095346,0.3340961777809548,0.14357877132663555,0.0987911977262591,0.2881853521047604
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,6,10606,-0.16092170856969967,-0.16092170856970067,0.1588685727111597,0.2501911001238342,0.3208774520409486
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,7,10707,0.34197225478089766,0.34197225478089743,0.12069050730314555,0.10843835376580463,0.22756949118855926
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,8,10808,0.28910540145380526,0.2891054014538055,0.13679928693402948,0.09338936656868677,0.27847734337583896
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,9,10909,0.1368242382914968,0.13682423829149437,0.11570509470129896,0.08725184845640425,0.23332240546329153
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,10,11010,0.23666257107630106,0.23666257107630306,0.11335080515919295,0.09398024175018942,0.2290506504239544
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,11,11111,-0.059065620902578164,-0.05906562090257916,0.10162486998327262,0.17283382479883255,0.20638202652630824
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,12,11212,0.14958633770094387,0.14958633770094187,0.13522239485474583,0.16044073897778155,0.2705294273882395
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,13,11313,0.20761966165854906,0.20761966165855128,0.14009028604555582,0.1713811997141031,0.26958192479870624
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,14,11414,0.2506511724291407,0.25065117242914225,0.12920848659842643,0.07968033521050322,0.2600423272344328
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,15,11515,-0.14182867629865603,-0.14182867629865747,0.1647685343609953,0.26459414810257015,0.32489567001660663
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,16,11616,-0.019975118129381242,-0.019975118129381908,0.12277194515661677,0.12430313161354091,0.2507076286193397
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,17,11717,-0.15634944297188935,-0.15634944297188946,0.13949454667431074,0.23872603795071243,0.27407870984207544
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,18,11818,0.06086329651794431,0.06086329651794453,0.14259571988519,0.07492251142865038,0.2730885739364321
noisy,PPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_ppo_unconstrained_gdrc_20260429_153756\seed_0,checkpoint_best.pt,model_training_endpoint,0,19,11919,0.016222094477348792,0.01622209447734857,0.11717282291557345,0.1428517933576896,0.2426913540869478
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,0,10000,0.10146788370363669,0.10146788370363646,0.1309514524459362,0.17684192036115085,0.31948203314095736
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,1,10101,0.3179340799781616,0.31793407997816137,0.15497675110294323,0.16443405446227594,0.31840184829863055
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,2,10202,-0.04388978643287733,-0.04388978643287511,0.15718785993952739,0.18869838659794436,0.38864614957913995
noisy,RCPO+GDRC,C:\Users\miaoj\Desktop\RCPO in trading\runs\noise_v1_rcpo_gdrc_20260429_121506\seed_0,checkpoint_best.pt,model_training_endpoint,0,3,10303,0.49383622836291563,0.4938362283629194,0.1605948616378643,0.07152626366526518,0.3602158444682284
