policy,training_seed,branch_index,run_dir,checkpoint,final_cumulative_return,annualized_return,annualized_volatility,max_drawdown,average_turnover,average_constraint_cost,average_effective_drawdown_budget_squared,average_allocation_constraint_raw_cost,average_concentration,maximum_single_asset_weight
Constrained-neutral baseline,4,2,seed-specific-anchor,neutral_action,-0.0815662145614624,-0.08156673636697176,0.14884032689602766,0.23259945213794708,0.0,0.001322045223787427,0.011341247707605362,0.0,0.1787654310464859,0.27407407760620117
Constrained-neutral baseline,4,3,seed-specific-anchor,neutral_action,0.00043964385986328125,0.00044152945101871843,0.16980827575379231,0.14319106936454773,0.0,0.0004748519859276712,0.005021823104470968,0.0,0.1787654310464859,0.27407407760620117
Constrained-neutral baseline,4,4,seed-specific-anchor,neutral_action,0.00351107120513916,0.0035117691849304578,0.13654333311006672,0.12061455100774765,0.0,0.0003978639142587781,0.004147934727370739,0.0,0.1787654310464859,0.27407407760620117
Constrained-neutral baseline,4,5,seed-specific-anchor,neutral_action,0.021448850631713867,0.02144812829598841,0.14916433934168588,0.16313262283802032,0.0,0.0006943471380509436,0.006438649725168943,0.0,0.1787654310464859,0.27407407760620117
Constrained-neutral baseline,4,6,seed-specific-anchor,neutral_action,0.21235549449920654,0.21235493972619235,0.14150593055470786,0.1137373223900795,0.0,0.00013727015175390989,0.0030674429144710302,0.0,0.1787654310464859,0.27407407760620117
Constrained-neutral baseline,4,7,seed-specific-anchor,neutral_action,-0.1837087869644165,-0.18370852704004115,0.1712448945423258,0.2172597497701645,0.0,0.0026330293621867895,0.021396242082118988,0.0,0.1787654310464859,0.27407407760620117
Constrained-neutral baseline,4,8,seed-specific-anchor,neutral_action,0.5140578746795654,0.5140571462405283,0.15605708466141655,0.0709858164191246,0.0,6.777993348805467e-06,0.0025151832960546017,0.0,0.1787654310464859,0.27407407760620117
Constrained-neutral baseline,4,9,seed-specific-anchor,neutral_action,-0.1258813738822937,-0.12588148045144065,0.10398963297116524,0.16070595383644104,0.0,0.001352072460576892,0.011596392840147018,0.0,0.1787654310464859,0.27407407760620117
Constrained-neutral baseline,4,10,seed-specific-anchor,neutral_action,0.2951418161392212,0.2951419446760435,0.16612534710119317,0.08529678732156754,0.0,0.0001497836346970871,0.002935011638328433,0.0,0.1787654310464859,0.27407407760620117
Constrained-neutral baseline,4,11,seed-specific-anchor,neutral_action,0.23571693897247314,0.23571793923634488,0.14714298719678134,0.1490025371313095,0.0,0.0004983035032637417,0.005407803691923618,0.0,0.1787654310464859,0.27407407760620117
Constrained-neutral baseline,4,12,seed-specific-anchor,neutral_action,-0.3392813205718994,-0.33928070152873335,0.18888518117700248,0.3692895174026489,0.0,0.007248533423990011,0.05872390791773796,0.0,0.1787654310464859,0.27407407760620117
